pagina,id,titulo,link,tipologia,estado,tamanho,preco,preco_antigo,desconto,preco_por_metro,localizacao,data_publicacao
4,5,"Ver Apartamento T3 para comprar na Amadora, Alfragide",https://casa.sapo.pt/comprar-apartamento-t3-amadora-alfragide-87f602b0-2d7f-11f0-8add-060000000054.html,T3,Usado,135.0,650000.0,,,4814.81,"Alfragide, Amadora, Distrito de Lisboa",
4,6,"Ver Apartamento T2+1 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-5cf30c7d-43ae-11f0-8add-060000000054.html,T2,Usado,69.0,249000.0,,,3608.7,"Águas Livres, Amadora, Distrito de Lisboa",
4,7,"Ver Apartamento T2 para comprar na Amadora, Encosta do Sol, Colina do Sol (Alfornelos)",https://casa.sapo.pt/comprar-apartamento-t2-amadora-encosta-do-sol-colina-do-sol-(alfornelos)-4c253bc0-8585-11f0-8359-060000000051.html,T2,Por recuperar,93.0,325000.0,,,3494.62,"Colina do Sol (Alfornelos), Encosta do Sol, Amadora, Distrito de Lisboa",
4,8,"Ver Apartamento T3 para comprar na Amadora, Alfragide",https://casa.sapo.pt/comprar-apartamento-t3-amadora-alfragide-3dbaa2d0-452b-11f0-8359-060000000051.html,T3,Renovado,87.0,360000.0,,,4137.93,"Alfragide, Amadora, Distrito de Lisboa",
4,9,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-d0976e67-f04a-11ef-8359-060000000051.html,T3,Recuperado,95.0,39500043500092.0,,,415789931579.92,"Águas Livres, Amadora, Distrito de Lisboa",
4,10,"Ver Apartamento T2 para comprar na Amadora, Mina de Água, A-da-Beja (Mina)",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-a-da-beja-(mina)-450c0784-6c44-11f0-9e61-060000000056.html,T2,Usado,61.0,269000.0,,,4409.84,"A-da-Beja (Mina), Mina de Água, Amadora, Distrito de Lisboa",
4,11,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-7b8fc337-0bc3-11f0-8add-060000000054.html,T2,Usado,132.0,430000.0,,,3257.58,"Venteira, Amadora, Distrito de Lisboa",
4,12,"Ver Apartamento T2 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-300f3f2c-8501-11f0-8add-060000000054.html,T2,Usado,73.0,285000.0,,,3904.11,"Águas Livres, Amadora, Distrito de Lisboa",
4,13,"Ver Apartamento para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-fffddb4f-5c17-11f0-8add-060000000054.html,,Recuperado,83.0,295000.0,,,3554.22,"Águas Livres, Amadora, Distrito de Lisboa",
4,14,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-0a3a21a9-407f-11ef-b4a9-060000000058.html,T3,Novo,124.0,460000.0,,,3709.68,"Águas Livres, Amadora, Distrito de Lisboa",
4,15,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-4fa25cf0-9227-11f0-8add-060000000054.html,T3,Usado,137.0,550000.0,,,4014.6,"Venteira, Amadora, Distrito de Lisboa",
4,16,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-4d594de5-8426-11f0-a463-060000000052.html,T3,Recuperado,90.0,349000.0,,,3877.78,"Águas Livres, Amadora, Distrito de Lisboa",
4,17,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-d7a5b870-407e-11ef-b4a9-060000000058.html,T3,Novo,124.0,450000.0,,,3629.03,"Águas Livres, Amadora, Distrito de Lisboa",
4,18,"Ver Apartamento T1+2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t1-amadora-mina-de-agua-0b2936e8-7c6e-11f0-b3d3-060000000057.html,T1,Renovado,60.0,289000.0,,,4816.67,"Mina de Água, Amadora, Distrito de Lisboa",
4,19,"Ver Apartamento T2 para comprar na Amadora, Encosta do Sol",https://casa.sapo.pt/comprar-apartamento-t2-amadora-encosta-do-sol-a66123ec-7fe5-11f0-8add-060000000054.html,T2,Usado,100.0,271000.0,,,2710.0,"Encosta do Sol, Amadora, Distrito de Lisboa",
4,20,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-bb983529-de2f-11ef-8add-060000000054.html,T3,Usado,110.0,445000.0,,,4045.45,"Venteira, Amadora, Distrito de Lisboa",
4,21,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Damaia de Cima",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-damaia-de-cima-32ffa732-4b64-11f0-8add-060000000054.html,T3,Recuperado,90.0,299900.0,,,3332.22,"Damaia de Cima, Águas Livres, Amadora, Distrito de Lisboa",
4,22,"Ver Apartamento T3 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t3-amadora-falagueira-venda-nova-a890ce3b-8031-11f0-8add-060000000054.html,T3,Usado,90.0,265000.0,,,2944.44,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
4,23,"Ver Apartamento T3 para comprar na Amadora, Serra de Carnaxide (Venteira)",https://casa.sapo.pt/comprar-apartamento-t3-amadora-serra-de-carnaxide-(venteira)-d036c695-327a-11f0-a2bc-060000000058.html,T3,Novo,1.0,485000.0,,,485000.0,"Serra de Carnaxide (Venteira), Amadora, Distrito de Lisboa",
4,24,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-81674b02-f5ca-11ef-8add-060000000054.html,T2,Usado,60.0,180000.0,,,3000.0,"Mina de Água, Amadora, Distrito de Lisboa",
4,25,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-e95a6d0d-9226-11f0-8add-060000000054.html,T2,Usado,137.0,560000.0,,,4087.59,"Venteira, Amadora, Distrito de Lisboa",
5,1,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-a77db42c-0bc3-11f0-8add-060000000054.html,T3,Usado,140.0,485000.0,,,3464.29,"Venteira, Amadora, Distrito de Lisboa",
5,2,"Ver Apartamento T2 para comprar na Amadora, Encosta do Sol",https://casa.sapo.pt/comprar-apartamento-t2-amadora-encosta-do-sol-c6c0b4d2-6bd2-11f0-b3d3-060000000057.html,T2,Renovado,66.0,255000.0,,,3863.64,"Encosta do Sol, Amadora, Distrito de Lisboa",
5,3,"Ver Apartamento T1 para comprar na Amadora, Venteira",https://gespub.casa.sapo.pt/v3/webinterface/client/counter.aspx?c=1&p=1041907&s=0&ps=1&SA=11&TW=162&MCA=1&BU=1&l=https://casa.sapo.pt/comprar-apartamento-t1-amadora-venteira-f1f1e60b-7cff-11f0-a52b-060000000058.html?g3pid=1041907,T1,Usado,37.0,200000.0,,,5405.41,"Venteira, Amadora, Distrito de Lisboa",
5,4,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-f44bf8e2-5e78-11f0-8359-060000000051.html,T3,Usado,76.0,315000.0,,,4144.74,"Venteira, Amadora, Distrito de Lisboa",
5,5,"Ver Duplex T5 para comprar na Amadora, Centro (Venteira)",https://casa.sapo.pt/comprar-duplex-t5-amadora-centro-(venteira)-94fcb7fc-7f27-11ef-8add-060000000054.html,T5,Usado,220.0,690000.0,,,3136.36,"Centro (Venteira), Amadora, Distrito de Lisboa",
5,6,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-f837eb42-9226-11f0-8add-060000000054.html,T2,Usado,103.0,450000.0,,,4368.93,"Venteira, Amadora, Distrito de Lisboa",
5,7,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-ce5fc2f5-42f0-11f0-8add-060000000054.html,T3,Renovado,69.0,249000.0,,,3608.7,"Águas Livres, Amadora, Distrito de Lisboa",
5,8,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-88950159-58c1-11f0-8add-060000000054.html,T2,Renovado,55.0,269000279000358.0,,,4890914163642.87,"Mina de Água, Amadora, Distrito de Lisboa",
5,9,"Ver Apartamento T0 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t0-amadora-aguas-livres-40a93cf9-6919-11f0-b3d3-060000000057.html,T0,Usado,80.0,349000.0,,,4362.5,"Águas Livres, Amadora, Distrito de Lisboa",
5,10,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-2c9b7b23-7d1b-11f0-8359-060000000051.html,T2,Usado,60.0,330000.0,,,5500.0,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
5,11,"Ver Apartamento para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-b2107674-5d1b-11f0-8add-060000000054.html,,Usado,75.0,310000.0,,,4133.33,"Venteira, Amadora, Distrito de Lisboa",
5,12,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-c8d5f600-673d-11f0-8add-060000000054.html,T2,Usado,80.0,279000.0,,,3487.5,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
5,13,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-c96491b8-001a-11f0-9e61-060000000056.html,T2,Usado,85.0,260000.0,,,3058.82,"Mina de Água, Amadora, Distrito de Lisboa",
5,14,"Ver Apartamento T1 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t1-amadora-venteira-7e8f26cc-03ed-11f0-8add-060000000054.html,T1,Usado,46.0,190000.0,,,4130.43,"Venteira, Amadora, Distrito de Lisboa",
5,15,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-67e6cb82-7eb7-11f0-8add-060000000054.html,T3,Usado,85.0,295000.0,,,3470.59,"Águas Livres, Amadora, Distrito de Lisboa",
5,16,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Damaia",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-damaia-e4b2a34b-114a-11f0-8add-060000000054.html,T3,Usado,85.0,295000.0,,,3470.59,"Damaia, Águas Livres, Amadora, Distrito de Lisboa",
5,17,"Ver Apartamento T3 para comprar na Amadora, Alfragide",https://casa.sapo.pt/comprar-apartamento-t3-amadora-alfragide-f0340e93-87db-11f0-8add-060000000054.html,T3,Usado,80.0,359000.0,,,4487.5,"Alfragide, Amadora, Distrito de Lisboa",
5,18,"Ver Apartamento T3 para comprar na Amadora, Quinta Grande (Alfragide)",https://casa.sapo.pt/comprar-apartamento-t3-amadora-quinta-grande-(alfragide)-2e606f4f-cd5b-44fd-aebd-0046d5eac779.html,T3,Usado,163.0,555000.0,,,3404.91,"Quinta Grande (Alfragide), Amadora, Distrito de Lisboa",
5,19,"Ver Apartamento T6 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t6-ou-superior-amadora-venteira-9a66214b-6233-11f0-8add-060000000054.html,T6,Usado,94.0,430000.0,,,4574.47,"Venteira, Amadora, Distrito de Lisboa",
5,20,"Ver Apartamento T3 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t3-amadora-mina-de-agua-ae09e057-8a63-11f0-8add-060000000054.html,T3,Usado,114.0,372500.0,,,3267.54,"Mina de Água, Amadora, Distrito de Lisboa",
5,21,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-d661e46e-3308-11f0-8add-060000000054.html,T2,Usado,70.0,257500263000209.0,,,3678575185717.27,"Venteira, Amadora, Distrito de Lisboa",
5,22,"Ver Apartamento T3 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t3-amadora-mina-de-agua-868e59b9-6d35-11f0-b3d3-060000000057.html,T3,68m²,,330000.0,,,,"Mina de Água, Amadora, Distrito de Lisboa",
5,23,"Ver Apartamento T3 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t3-amadora-mina-de-agua-260178db-a836-11ef-8add-060000000054.html,T3,Recuperado,107.0,295000.0,,,2757.01,"Mina de Água, Amadora, Distrito de Lisboa",
5,24,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-b676446b-837e-11f0-9e61-060000000056.html,T3,Usado,110.0,349000.0,,,3172.73,"Águas Livres, Amadora, Distrito de Lisboa",
5,25,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-dc304b3b-407f-11ef-b4a9-060000000058.html,T3,Novo,125.0,445000.0,,,3560.0,"Águas Livres, Amadora, Distrito de Lisboa",
6,1,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Benfica",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-benfica-5dbf1417-799a-11f0-9e61-060000000056.html,T3,Renovado,85.0,529900.0,,,6234.12,"Benfica, Águas Livres, Amadora, Distrito de Lisboa",
6,2,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova, Moinhos da Falagueira (Falagueira)",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-moinhos-da-falagueira-(falagueira)-fc8a1503-3797-43c1-a095-29dbbca5f529.html,T2,Usado,106.0,330000.0,,,3113.21,"Moinhos da Falagueira (Falagueira), Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,3,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-909c8e0b-50df-11f0-8add-060000000054.html,T2,Renovado,78.0,279000.0,,,3576.92,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,4,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-4b4e2d7d-ce51-11ef-9e61-060000000056.html,T3,Usado,140.0,455000.0,,,3250.0,"Águas Livres, Amadora, Distrito de Lisboa",
6,5,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Benfica",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-benfica-66b4e169-78d3-11f0-9e61-060000000056.html,T3,Renovado,125.0,549900.0,,,4399.2,"Benfica, Águas Livres, Amadora, Distrito de Lisboa",
6,6,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-acf022e3-9227-11f0-8add-060000000054.html,T3,Usado,137.0,550000.0,,,4014.6,"Venteira, Amadora, Distrito de Lisboa",
6,7,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-56160992-8bdd-11ef-96bc-060000000058.html,T2,Usado,160.0,449000.0,,,2806.25,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,8,"Ver Apartamento T2 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-c7b1d280-429c-11f0-9e61-060000000056.html,T2,Usado,73.0,259900.0,,,3560.27,"Águas Livres, Amadora, Distrito de Lisboa",
6,9,"Ver Apartamento T3 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t3-amadora-falagueira-venda-nova-270e076e-94d9-11f0-b6a1-060000000058.html,T3,Usado,120.0,490000.0,,,4083.33,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,10,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-f2002dda-5dba-11f0-80d2-060000000058.html,T3,Usado,123.0,469500.0,,,3817.07,"Águas Livres, Amadora, Distrito de Lisboa",
6,11,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-ff7755d5-2c16-11f0-8add-060000000054.html,T2,Recuperado,78.0,279000.0,,,3576.92,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,12,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-db7b9cb7-62f8-11f0-8add-060000000054.html,T3,Usado,186.0,400000.0,,,2150.54,"Venteira, Amadora, Distrito de Lisboa",
6,13,"Ver Apartamento T1 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t1-amadora-falagueira-venda-nova-35b0f511-415f-11f0-8add-060000000054.html,T1,Usado,65.0,200000.0,,,3076.92,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,14,"Ver Apartamento T4 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t4-amadora-venteira-04b9739c-9227-11f0-8add-060000000054.html,T4,Usado,165.0,660000.0,,,4000.0,"Venteira, Amadora, Distrito de Lisboa",
6,15,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-7d8785b7-8a64-11f0-b3d3-060000000057.html,T3,Recuperado,85.0,340000.0,,,4000.0,"Águas Livres, Amadora, Distrito de Lisboa",
6,16,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-2c34e240-7f23-11f0-8add-060000000054.html,T2,Usado,78.0,279000.0,,,3576.92,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,17,"Ver Apartamento T3 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t3-amadora-mina-de-agua-f0afa32b-e4aa-11ef-a463-060000000052.html,T3,Recuperado,136.0,465000475000211.0,,,3419121139707.43,"Mina de Água, Amadora, Distrito de Lisboa",
6,18,"Ver Apartamento para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-amadora-aguas-livres-01c6c269-e2e9-11ee-9310-060000000057.html,,Novo,140.0,485000.0,,,3464.29,"Águas Livres, Amadora, Distrito de Lisboa",
6,19,"Ver Apartamento T3 Duplex para comprar na Amadora, Falagueira-Venda Nova, Centro (Venda Nova)",https://casa.sapo.pt/comprar-apartamento-t3-amadora-falagueira-venda-nova-centro-(venda-nova)-5fb9752b-569b-11f0-8add-060000000054.html,T3,Renovado,97.0,385000.0,,,3969.07,"Centro (Venda Nova), Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
6,20,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-df89b7f3-06e8-11f0-9e61-060000000056.html,T2,Em construção,119.0,430000.0,,,3613.45,"Venteira, Amadora, Distrito de Lisboa",
6,21,"Ver Apartamento T2 para comprar na Amadora, Águas Livres, Buraca",https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-buraca-e5d1e709-4b7f-11f0-8add-060000000054.html,T2,Renovado,68.0,269000.0,,,3955.88,"Buraca, Águas Livres, Amadora, Distrito de Lisboa",
6,22,"Ver Apartamento T1+2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t1-amadora-mina-de-agua-afd6ac7d-8354-11f0-b3d3-060000000057.html,T1,Recuperado,63.0,289000.0,,,4587.3,"Mina de Água, Amadora, Distrito de Lisboa",
6,23,"Ver Apartamento T0 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t0-amadora-aguas-livres-78d0edac-8358-11f0-8add-060000000054.html,T0,Usado,47.0,150000.0,,,3191.49,"Águas Livres, Amadora, Distrito de Lisboa",
6,24,"Ver Apartamento T2 para comprar na Amadora, Mina de Água, Vila Chã (São Brás)",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-vila-cha-(sao-bras)-67f75a9f-8b42-11f0-8add-060000000054.html,T2,Recuperado,90.0,293000.0,,,3255.56,"Vila Chã (São Brás), Mina de Água, Amadora, Distrito de Lisboa",
6,25,"Ver Apartamento para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t4-amadora-aguas-livres-fed08bdd-5d9d-11f0-8add-060000000054.html,,Renovado,83.0,347500355000211.0,,,4186751265062.78,"Águas Livres, Amadora, Distrito de Lisboa",
7,1,"Ver Apartamento T2 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t2-amadora-venteira-1d9cbe45-72ea-11f0-a52b-060000000058.html,T2,Usado,1.0,420000.0,,,420000.0,"Venteira, Amadora, Distrito de Lisboa",
7,2,"Ver Apartamento T2 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t2-amadora-falagueira-venda-nova-05c9f278-858a-11f0-8add-060000000054.html,T2,Renovado,65.0,279000.0,,,4292.31,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
7,3,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-0964887c-41d2-11f0-8add-060000000054.html,T2,Usado,83.0,207000.0,,,2493.98,"Mina de Água, Amadora, Distrito de Lisboa",
7,4,"Ver Apartamento T4 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t4-amadora-venteira-08006f48-9228-11f0-8add-060000000054.html,T4,Usado,165.0,640000.0,,,3878.79,"Venteira, Amadora, Distrito de Lisboa",
7,5,"Ver Apartamento T1 para comprar na Amadora, CP (Venteira)",https://casa.sapo.pt/comprar-apartamento-t1-amadora-cp-(venteira)-4a6e73d7-73b8-11f0-8add-060000000054.html,T1,Usado,62.0,230000.0,,,3709.68,"CP (Venteira), Amadora, Distrito de Lisboa",
7,6,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-cbf77608-93af-11f0-8add-060000000054.html,T2,Usado,83.0,250000.0,,,3012.05,"Mina de Água, Amadora, Distrito de Lisboa",
7,7,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Reboleira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-reboleira-716da032-8b40-11f0-8add-060000000054.html,T3,Renovado,100.0,230000.0,,,2300.0,"Reboleira, Águas Livres, Amadora, Distrito de Lisboa",
7,8,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-9e947fd5-1478-11ee-aeeb-060000000051.html,T3,Usado,137.0,295000.0,,,2153.28,"Venteira, Amadora, Distrito de Lisboa",
7,9,"Ver Apartamento T4 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t4-amadora-aguas-livres-63b0b7e0-7eb9-11f0-8add-060000000054.html,T4,Usado,95.0,329000.0,,,3463.16,"Águas Livres, Amadora, Distrito de Lisboa",
7,10,"Ver Apartamento T10 para comprar na Amadora, Encosta do Sol",https://casa.sapo.pt/comprar-apartamento-t6-ou-superior-amadora-encosta-do-sol-d37cf660-3b93-11f0-b3d3-060000000057.html,T10,Usado,191.0,410000.0,,,2146.6,"Encosta do Sol, Amadora, Distrito de Lisboa",
7,11,"Ver Apartamento T4 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t4-amadora-venteira-78432cd1-9227-11f0-8add-060000000054.html,T4,Usado,165.0,650000.0,,,3939.39,"Venteira, Amadora, Distrito de Lisboa",
7,12,"Ver Apartamento T1+2 para comprar na Amadora, Águas Livres, Damaia de Baixo",https://casa.sapo.pt/comprar-apartamento-t1-amadora-aguas-livres-damaia-de-baixo-27593f2d-8352-11f0-b3d3-060000000057.html,T1,Recuperado,54.0,294000.0,,,5444.44,"Damaia de Baixo, Águas Livres, Amadora, Distrito de Lisboa",
7,13,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-0bed7df4-71bf-11f0-8add-060000000054.html,T3,Usado,77.0,285000.0,,,3701.3,"Venteira, Amadora, Distrito de Lisboa",
7,14,"Ver Apartamento para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-6982ae46-57d1-11f0-b3d3-060000000057.html,,Usado,127.0,385000.0,,,3031.5,"Águas Livres, Amadora, Distrito de Lisboa",
7,15,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-f888b781-2697-11f0-8add-060000000054.html,T2,Recuperado,80.0,289000.0,,,3612.5,"Mina de Água, Amadora, Distrito de Lisboa",
7,16,"Ver Apartamento T3 para comprar na Amadora, Águas Livres, Damaia de Baixo",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-damaia-de-baixo-53a406f2-57ff-11f0-8add-060000000054.html,T3,Renovado,98.0,349000.0,,,3561.22,"Damaia de Baixo, Águas Livres, Amadora, Distrito de Lisboa",
7,17,"Ver Apartamento T3 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t3-amadora-venteira-eae4214c-6302-11ee-aeeb-060000000051.html,T3,Usado,137.0,290000.0,,,2116.79,"Venteira, Amadora, Distrito de Lisboa",
7,18,"Ver Apartamento T1 para comprar na Amadora, Venteira",https://casa.sapo.pt/comprar-apartamento-t1-amadora-venteira-6579ff9a-6935-11f0-8add-060000000054.html,T1,Usado,31.0,164900.0,,,5319.35,"Venteira, Amadora, Distrito de Lisboa",
7,19,"Ver Apartamento T2 para comprar na Amadora, Mina de Água",https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-d86ed8db-8d91-11f0-b3d3-060000000057.html,T2,Recuperado,60.0,269000.0,,,4483.33,"Mina de Água, Amadora, Distrito de Lisboa",
7,20,"Ver Apartamento T3 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t3-amadora-aguas-livres-44552b5f-6896-11f0-9e61-060000000056.html,T3,Usado,110.0,349000.0,,,3172.73,"Águas Livres, Amadora, Distrito de Lisboa",
7,21,"Ver Apartamento T3 para comprar na Amadora, Alfragide",https://casa.sapo.pt/comprar-apartamento-t3-amadora-alfragide-e15ce7d5-8b05-11f0-8add-060000000054.html,T3,Usado,109.0,430000.0,,,3944.95,"Alfragide, Amadora, Distrito de Lisboa",
7,22,"Ver Apartamento T3 para comprar na Amadora, Falagueira-Venda Nova",https://casa.sapo.pt/comprar-apartamento-t3-amadora-falagueira-venda-nova-00b867d2-6f2c-11f0-8359-060000000051.html,T3,Renovado,100.0,385000.0,,,3850.0,"Falagueira-Venda Nova, Amadora, Distrito de Lisboa",
7,23,"Ver Apartamento T1 para comprar na Amadora, Águas Livres",https://casa.sapo.pt/comprar-apartamento-t1-amadora-aguas-livres-576ded7a-923e-11f0-a463-060000000052.html,T1,Usado,50.0,205000.0,,,4100.0,"Águas Livres, Amadora, Distrito de Lisboa",
